calc_id,stock_code,company_name,metric_name,input_1,input_2,formula_or_logic,output_value,unit,calculation_required,calculation_replayed,linked_claim_id,notes
CALC-00410,01846.HK,德视佳,weighted_total_score,synergy_score=5.0; value_creation_score=7.0; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,5.77,points,No,No,CLM-CALC-00410,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00411,01847.HK,云南建投混凝土,weighted_total_score,synergy_score=5.0; value_creation_score=9.0; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,6.37,points,No,No,CLM-CALC-00411,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00412,01853.HK,春城热力,weighted_total_score,synergy_score=5.0; value_creation_score=7.8; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,6.01,points,No,No,CLM-CALC-00412,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00413,01855.HK,中庆股份,weighted_total_score,synergy_score=5.0; value_creation_score=9.0; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,6.37,points,No,No,CLM-CALC-00413,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00414,01868.HK,同方友友,weighted_total_score,synergy_score=5.0; value_creation_score=7.8; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,6.01,points,No,No,CLM-CALC-00414,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00415,01884.HK,ＥＰＲＩＮＴ集团,weighted_total_score,synergy_score=5.0; value_creation_score=9.0; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,6.37,points,No,No,CLM-CALC-00415,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00416,01889.HK,三爱健康集团,weighted_total_score,synergy_score=5.0; value_creation_score=9.0; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,6.37,points,No,No,CLM-CALC-00416,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00417,01890.HK,中国科培,weighted_total_score,synergy_score=5.0; value_creation_score=7.5; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,5.92,points,No,No,CLM-CALC-00417,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00418,01891.HK,兴合控股,weighted_total_score,synergy_score=5.0; value_creation_score=8.3; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,6.17,points,No,No,CLM-CALC-00418,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00419,01894.HK,恒益控股,weighted_total_score,synergy_score=5.0; value_creation_score=7.5; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,5.92,points,No,No,CLM-CALC-00419,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00420,01895.HK,鑫苑服务,weighted_total_score,synergy_score=5.0; value_creation_score=9.0; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,6.37,points,No,No,CLM-CALC-00420,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00421,01897.HK,美亨实业,weighted_total_score,synergy_score=5.0; value_creation_score=8.3; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,6.17,points,No,No,CLM-CALC-00421,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00422,01900.HK,中国智能交通,weighted_total_score,synergy_score=5.0; value_creation_score=9.0; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,6.37,points,No,No,CLM-CALC-00422,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00423,01911.HK,华兴资本控股,weighted_total_score,synergy_score=5.0; value_creation_score=7.5; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,5.92,points,No,No,CLM-CALC-00423,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00424,01927.HK,久久王,weighted_total_score,synergy_score=5.0; value_creation_score=8.3; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,6.17,points,No,No,CLM-CALC-00424,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00425,01930.HK,勋龙,weighted_total_score,synergy_score=5.0; value_creation_score=7.5; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,5.92,points,No,No,CLM-CALC-00425,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00426,01931.HK,华检医疗,weighted_total_score,synergy_score=5.0; value_creation_score=6.8; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,5.71,points,No,No,CLM-CALC-00426,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00427,01932.HK,中漆集团,weighted_total_score,synergy_score=5.0; value_creation_score=7.5; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,5.92,points,No,No,CLM-CALC-00427,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00428,01933.HK,元力控股,weighted_total_score,synergy_score=5.0; value_creation_score=8.3; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,6.17,points,No,No,CLM-CALC-00428,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00429,01937.HK,佳辰控股,weighted_total_score,synergy_score=5.0; value_creation_score=8.3; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,6.17,points,No,No,CLM-CALC-00429,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00430,01938.HK,珠江钢管,weighted_total_score,synergy_score=5.0; value_creation_score=9.0; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,6.37,points,No,No,CLM-CALC-00430,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00431,01940.HK,CGII HLDGS,weighted_total_score,synergy_score=5.0; value_creation_score=6.0; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,5.47,points,No,No,CLM-CALC-00431,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00432,01941.HK,烨星集团,weighted_total_score,synergy_score=5.0; value_creation_score=7.5; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,5.92,points,No,No,CLM-CALC-00432,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00433,01942.HK,马可数字科技,weighted_total_score,synergy_score=5.0; value_creation_score=9.0; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,6.37,points,No,No,CLM-CALC-00433,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00434,01945.HK,清科控股,weighted_total_score,synergy_score=5.0; value_creation_score=7.5; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,5.92,points,No,No,CLM-CALC-00434,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00435,01950.HK,帝王实业控股,weighted_total_score,synergy_score=5.0; value_creation_score=9.0; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,6.37,points,No,No,CLM-CALC-00435,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00436,01955.HK,庄臣控股,weighted_total_score,synergy_score=5.0; value_creation_score=8.3; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,6.17,points,No,No,CLM-CALC-00436,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00437,01957.HK,大人国际,weighted_total_score,synergy_score=5.0; value_creation_score=8.3; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,6.17,points,No,No,CLM-CALC-00437,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00438,01962.HK,训修实业,weighted_total_score,synergy_score=5.0; value_creation_score=8.3; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,6.17,points,No,No,CLM-CALC-00438,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00439,01967.HK,信恳智能,weighted_total_score,synergy_score=5.0; value_creation_score=8.3; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,6.17,points,No,No,CLM-CALC-00439,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00440,01968.HK,兴纺控股,weighted_total_score,synergy_score=5.0; value_creation_score=8.3; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,6.17,points,No,No,CLM-CALC-00440,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00441,01969.HK,中国春来,weighted_total_score,synergy_score=5.0; value_creation_score=7.5; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,5.92,points,No,No,CLM-CALC-00441,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00442,01973.HK,天图投资,weighted_total_score,synergy_score=5.0; value_creation_score=7.5; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,5.92,points,No,No,CLM-CALC-00442,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00443,01975.HK,新兴印刷,weighted_total_score,synergy_score=5.0; value_creation_score=8.3; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,6.17,points,No,No,CLM-CALC-00443,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00444,01977.HK,安乐工程,weighted_total_score,synergy_score=5.0; value_creation_score=6.8; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,5.71,points,No,No,CLM-CALC-00444,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00445,01980.HK,天鸽互动,weighted_total_score,synergy_score=5.0; value_creation_score=8.5; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,6.22,points,No,No,CLM-CALC-00445,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00446,01981.HK,华夏控股,weighted_total_score,synergy_score=5.0; value_creation_score=6.8; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,5.71,points,No,No,CLM-CALC-00446,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00447,01986.HK,彩客新能源,weighted_total_score,synergy_score=5.0; value_creation_score=6.8; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,5.71,points,No,No,CLM-CALC-00447,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00448,02001.HK,新高教集团,weighted_total_score,synergy_score=5.0; value_creation_score=7.5; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,5.92,points,No,No,CLM-CALC-00448,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00449,02002.HK,阳光纸业,weighted_total_score,synergy_score=5.0; value_creation_score=7.5; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,5.92,points,No,No,CLM-CALC-00449,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00450,02003.HK,维信金科,weighted_total_score,synergy_score=5.0; value_creation_score=8.5; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,6.22,points,No,No,CLM-CALC-00450,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00451,02008.HK,凤凰卫视,weighted_total_score,synergy_score=5.0; value_creation_score=8.5; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,6.22,points,No,No,CLM-CALC-00451,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00452,02017.HK,沧海控股,weighted_total_score,synergy_score=5.0; value_creation_score=9.0; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,6.37,points,No,No,CLM-CALC-00452,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00453,02022.HK,游莱互动,weighted_total_score,synergy_score=5.0; value_creation_score=7.5; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,5.92,points,No,No,CLM-CALC-00453,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00454,02023.HK,中国绿岛科技,weighted_total_score,synergy_score=5.0; value_creation_score=8.3; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,6.17,points,No,No,CLM-CALC-00454,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00455,02030.HK,卡宾,weighted_total_score,synergy_score=5.0; value_creation_score=7.8; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,6.01,points,No,No,CLM-CALC-00455,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00456,02033.HK,时计宝,weighted_total_score,synergy_score=5.0; value_creation_score=8.5; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,6.22,points,No,No,CLM-CALC-00456,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00457,02078.HK,荣阳实业,weighted_total_score,synergy_score=5.0; value_creation_score=9.0; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,6.37,points,No,No,CLM-CALC-00457,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00458,02080.HK,奥克斯国际,weighted_total_score,synergy_score=5.0; value_creation_score=7.5; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,5.92,points,No,No,CLM-CALC-00458,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00459,02098.HK,卓尔智联,weighted_total_score,synergy_score=5.0; value_creation_score=7.5; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,5.92,points,No,No,CLM-CALC-00459,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00460,02101.HK,福禄控股,weighted_total_score,synergy_score=5.0; value_creation_score=8.3; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,6.17,points,No,No,CLM-CALC-00460,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00461,02107.HK,第一服务控股,weighted_total_score,synergy_score=5.0; value_creation_score=8.3; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,6.17,points,No,No,CLM-CALC-00461,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00462,02108.HK,K2 F&B,weighted_total_score,synergy_score=5.0; value_creation_score=7.5; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,5.92,points,No,No,CLM-CALC-00462,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00463,02119.HK,捷荣国际控股,weighted_total_score,synergy_score=5.0; value_creation_score=7.5; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,5.92,points,No,No,CLM-CALC-00463,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00464,02120.HK,康宁医院,weighted_total_score,synergy_score=5.0; value_creation_score=7.8; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,6.01,points,No,No,CLM-CALC-00464,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00465,02125.HK,稻草熊娱乐,weighted_total_score,synergy_score=5.0; value_creation_score=9.0; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,6.37,points,No,No,CLM-CALC-00465,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00466,02132.HK,誉燊丰控股,weighted_total_score,synergy_score=5.0; value_creation_score=7.5; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,5.92,points,No,No,CLM-CALC-00466,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00467,02135.HK,瑞丽医美,weighted_total_score,synergy_score=5.0; value_creation_score=8.3; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,6.17,points,No,No,CLM-CALC-00467,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00468,02136.HK,利福中国,weighted_total_score,synergy_score=5.0; value_creation_score=8.5; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,6.22,points,No,No,CLM-CALC-00468,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
CALC-00469,02137.HK,腾盛博药－Ｂ,weighted_total_score,synergy_score=5.0; value_creation_score=7.8; transaction_feasibility_score=6.0; risk_control_score=4.5,weights: synergy 0.30; value_creation 0.30; transaction_feasibility 0.25; risk_control 0.15,weighted_total_score = synergy_score*0.30 + value_creation_score*0.30 + transaction_feasibility_score*0.25 + risk_control_score*0.15,6.01,points,No,No,CLM-CALC-00469,Non-material scaffold ranking row; replay not required unless promoted into shortlist / final delivery scope.
